publishedAtDate,text,stars,isLocalGuide,reviewerNumberOfReviews,responseFromOwnerText,responseFromOwnerDate,OwnerResponseDays,TextDensity,Document
2025-01-08 00:01:13.747000+00:00,<PERSON> was extremely kind and helpful with all of my waste management questions. Great service,5,False,5,,,,6.266666666666667,<PERSON> was extremely kind and helpful with all of my waste management questions. Great service
2025-01-04 20:22:23.128000+00:00,"Damm you guys are like the soup nazi on <PERSON>. It's trash if your driver is so overworked or scheduled so tight they don't have time , hire some help. This isn't white glove service like your charging for I and my wife have watched you throw recycling in to the trash truck. I liked it better when the mob ran it.",1,True,34,,,,5.096774193548387,"Damm you guys are like the soup nazi on <PERSON>. It's trash if your driver is so overworked or scheduled so tight they don't have time , hire some help. This isn't white glove service like your charging for I and my wife have watched you throw recycling in to the trash truck. I liked it better when the mob ran it."
2025-01-04 04:41:25.493000+00:00,Thanks so much for what you do!  It’s a dirty job but someone has to do it!,5,True,49,,,,4.411764705882353,Thanks so much for what you do!  It’s a dirty job but someone has to do it!
2025-01-03 17:52:03.363000+00:00,So very nice and polite 🙂,5,True,4,,,,4.166666666666667,So very nice and polite 🙂
2025-01-02 14:11:42.641000+00:00,They always leave the cans at the same spot as when I leave it to be taken. And usually the lids are again closed. I thank you drivers for that.,5,True,41,,,,4.8,They always leave the cans at the same spot as when I leave it to be taken. And usually the lids are again closed. I thank you drivers for that.
2024-12-30 17:11:09.893000+00:00,"Over a month ago I spoke with <PERSON> and she helped with my account and boy she has been incredibly helpful. She adjusted my account like I had been asking previous employees to do, she helped get my bin size adjusted, and then today called me to make sure it had been swapped out a few days ago. While it seems like a simple thing to be impressed by, nobody else has taken the time of day to follow up like she has.  So thank you to <PERSON> for all of your help, for your mindfulness to make a note and call me to make sure what we discussed had actually been done months later. Your follow up stands out and while it can be pushed off as “easy to make a call” it’s rare and appreciated!",5,False,3,,,,5.014598540145985,"Over a month ago I spoke with <PERSON> and she helped with my account and boy she has been incredibly helpful. She adjusted my account like I had been asking previous employees to do, she helped get my bin size adjusted, and then today called me to make sure it had been swapped out a few days ago. While it seems like a simple thing to be impressed by, nobody else has taken the time of day to follow up like she has.  So thank you to <PERSON> for all of your help, for your mindfulness to make a note and call me to make sure what we discussed had actually been done months later. Your follow up stands out and while it can be pushed off as “easy to make a call” it’s rare and appreciated!"
2024-12-30 01:50:27.799000+00:00,I am thankful for my waste collection driver!!,5,True,112,,,,5.75,I am thankful for my waste collection driver!!
2024-12-29 17:20:24.162000+00:00,Thank you soooo much for what u do!!! We appreciate YOU!!!,5,False,10,,,,5.2727272727272725,Thank you soooo much for what u do!!! We appreciate YOU!!!
2024-12-27 21:26:40.096000+00:00,Shout out to the driver we had today the squirrels and the bird got to our garbage and made a mess. The driver took time to help clean up the road thought that was great,5,False,2,,,,4.828571428571428,Shout out to the driver we had today the squirrels and the bird got to our garbage and made a mess. The driver took time to help clean up the road thought that was great
2024-12-27 16:57:40.731000+00:00,They are the best. Thank you.,5,False,4,,,,4.833333333333333,They are the best. Thank you.
2024-12-24 10:35:53.469000+00:00,"Patient driver and a good driver getting in and out of the small area he has to position his truck for my pickup.
Thank you to him , I never take him for granted
<PERSON>",5,False,6,,,,4.8,"Patient driver and a good driver getting in and out of the small area he has to position his truck for my pickup.
Thank you to him , I never take him for granted
<PERSON>"
2024-12-24 05:01:10.321000+00:00,Our driver is awesome,5,False,18,,,,5.25,Our driver is awesome
2024-12-13 02:58:37.018000+00:00,Leaving a token of appreciation on top of containers,5,True,41,,,,5.777777777777778,Leaving a token of appreciation on top of containers
2024-12-12 17:45:10.911000+00:00,"I have been serviced by <PERSON>'s for over 40 years <ORGANIZATION>! I think in that time I have had 1 event where my blue bin yard waste wasn't picked up. They got it the next day. Always polite, if I'm out in the yard my guy always waves. I have to say <PERSON>'s Rocks, and always comes through. Great communications during the holidays about changes in service. It's a solid company and I appreciate them for keeping our throw aways in order and composting the yard waste and recycling whatever we can... Thanks to all those hard workers at <PERSON>'s you do a great job...",5,True,83,,,,5.333333333333333,"I have been serviced by <PERSON>'s for over 40 years <ORGANIZATION>! I think in that time I have had 1 event where my blue bin yard waste wasn't picked up. They got it the next day. Always polite, if I'm out in the yard my guy always waves. I have to say <PERSON>'s Rocks, and always comes through. Great communications during the holidays about changes in service. It's a solid company and I appreciate them for keeping our throw aways in order and composting the yard waste and recycling whatever we can... Thanks to all those hard workers at <PERSON>'s you do a great job..."
2024-12-12 00:37:01.766000+00:00,<PERSON> was very helpful in solving my problems.,5,False,2,,,,6.25,<PERSON> was very helpful in solving my problems.
2024-12-09 14:06:23.001000+00:00,Appreciate your service! Thank you!,5,False,4,,,,7.0,Appreciate your service! Thank you!
2024-12-06 21:41:25.460000+00:00,Prompt and efficient service.,5,False,1,,,,7.25,Prompt and efficient service.
2024-12-04 23:46:43.477000+00:00,Great customer service from <PERSON>! She was extremely friendly and was able to solve my issue very quickly! She went above and beyond with her customers service!!,5,False,6,,,,6.0,Great customer service from <PERSON>! She was extremely friendly and was able to solve my issue very quickly! She went above and beyond with her customers service!!
2024-12-03 15:48:47.068000+00:00,"I live in unincorporated <LOCATION> and <PERSON>’s always picks up around the same time weekly, they have a calendar you can add to your phone to remind yourself to set the right cans out and their customer service is great at communicating holiday pickup information. No complaints. These have a big area to cover so I’m quite pleased.",5,True,13,,,,5.711864406779661,"I live in unincorporated <LOCATION> and <PERSON>’s always picks up around the same time weekly, they have a calendar you can add to your phone to remind yourself to set the right cans out and their customer service is great at communicating holiday pickup information. No complaints. These have a big area to cover so I’m quite pleased."
